status,state,city,recalling_firm,reason_for_recall,year
Terminated,NM,Portales,sunland incorporated,sunland inc is conducting a voluntary limited recall of its almond peanut and cashew butter products and tahini and roasted blanched peanut products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella,2012
Terminated,NM,Portales,sunland incorporated,sunland inc is conducting a voluntary limited recall of its almond peanut and cashew butter products and tahini and roasted blanched peanut products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella,2012
Terminated,NM,Portales,sunland incorporated,sunland inc is conducting a voluntary limited recall of its almond peanut and cashew butter products and tahini and roasted blanched peanut products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella,2012
Terminated,NM,Portales,sunland incorporated,sunland inc is conducting a voluntary limited recall of its almond peanut and cashew butter products and tahini and roasted blanched peanut products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella,2012
Terminated,NM,Portales,sunland incorporated,sunland inc is conducting a voluntary limited recall of its almond peanut and cashew butter products and tahini and roasted blanched peanut products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella,2012
Terminated,NM,Portales,sunland incorporated,sunland inc is conducting a voluntary limited recall of its almond butter and peanut butter products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella,2012
Terminated,NM,Portales,sunland incorporated,sunland inc is conducting a voluntary limited recall of its almond peanut and cashew butter products and tahini and roasted blanched peanut products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella,2012
Terminated,NM,Portales,sunland incorporated,sunland inc is conducting a voluntary limited recall of its almond peanut and cashew butter products and tahini and roasted blanched peanut products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella,2012
Terminated,NM,Portales,sunland incorporated,sunland inc is conducting a voluntary limited recall of its almond peanut and cashew butter products and tahini and roasted blanched peanut products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella,2012
Terminated,NM,Portales,sunland incorporated,sunland inc is conducting a voluntary limited recall of its almond peanut and cashew butter products and tahini and roasted blanched peanut products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella,2012
Terminated,NM,Portales,sunland incorporated,sunland inc is conducting a voluntary limited recall of its almond peanut and cashew butter products and tahini and roasted blanched peanut products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella,2012
Terminated,NM,Portales,sunland incorporated,sunland inc is conducting a voluntary limited recall of its almond peanut and cashew butter products and tahini and roasted blanched peanut products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella,2012
Terminated,NM,Portales,sunland incorporated,sunland inc is conducting a voluntary limited recall of its almond peanut and cashew butter products and tahini and roasted blanched peanut products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella,2012
Terminated,NM,Portales,sunland incorporated,sunland inc is conducting a voluntary limited recall of its almond peanut and cashew butter products and tahini and roasted blanched peanut products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella,2012
Terminated,NM,Portales,sunland incorporated,sunland inc is conducting a voluntary limited recall of its almond peanut and cashew butter products and tahini and roasted blanched peanut products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella,2012
Terminated,NM,Portales,sunland incorporated,sunland inc is conducting a voluntary limited recall of its almond peanut and cashew butter products and tahini and roasted blanched peanut products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella,2012
