,city,classification,code_info,country,distribution_pattern,event_id,initial_firm_notification,postal_code,product_description,product_type,reason_for_recall,recall_initiation_date,recall_number,recalling_firm,state,status,termination_date,duration,listeria,salmonella,allergen/undeclared,salad/slaw,peanut,butter,milk,ice-cream
1256,Brenham,Class I,blue bell ice cream vanilla flavored natural and artificial flavor added 3 fl oz (88ml) institutional/food service tab cups,United States,fl ga sc nc va oh ky tn al ms in il mt ar la tx ok ks nm co wy az nv and bermuda belize saudia arabia yemen oman uae qatar egypt jordan kuwait dominican republic panama turks and caicos haiti trinadad and tobago puerto rico chile peru china mexico philippines tortola st thomas and st croix anguilla st kitts and nevis montserrat and dominica,70738,two or more of the following: email fax letter press release telephone visit,77833-4413, sku# 451; all lots within expiry,Food,five patients who were treated in a single hospital in kansas were infected with one of four rare strains of listeria monocytogenes,2015-03-13,F-2457-2015,blue bell creameries lp,TX,Ongoing,,,1,0,0,0,0,0,0,0
1260,Miami,Class I,queso seco olanchano (olanchano style cheese) in individually soft poly/plastic bags  labeled in part: lacteos santa martha queso seco olanchano dry cheese net wt 1lb (16oz),United States,fl ga nc and tn,69516,two or more of the following: email fax letter press release telephone visit,33182, upc 635349 000840  best by dates: 07/01/14 thru 12/31/14  ,Food,virginia state (vdacs) found listeria monocytogenes in lacteos santa martha quesito casero fresh curd (best by 9/27/14) fda made an inspection were the environmental samples collected came up positive also for listeria monocytogenes also the oasis brands inc sent finish products samples to a private lab the lacteos santa martha cuajada en hoja queso casero hecho a mano fresh curd (best by dat,2014-10-10,F-0596-2015,oasis brands inc,FL,Ongoing,,,1,0,0,0,0,0,0,0
1261,Brenham,Class I,blue bell no sugar added lowfat ice cream dutch chocolate half gallon (189l),United States,fl ga sc nc va oh ky tn al ms in il mt ar la tx ok ks nm co wy az nv and bermuda belize saudia arabia yemen oman uae qatar egypt jordan kuwait dominican republic panama turks and caicos haiti trinadad and tobago puerto rico chile peru china mexico philippines tortola st thomas and st croix anguilla st kitts and nevis montserrat and dominica,70738,two or more of the following: email fax letter press release telephone visit,77833-4413, all lot codes within expiry,Food,five patients who were treated in a single hospital in kansas were infected with one of four rare strains of listeria monocytogenes,2015-03-13,F-2592-2015,blue bell creameries lp,TX,Ongoing,,,1,0,0,0,0,0,0,0
1264,Brenham,Class I,blue bell ice cream cookies 'n cream still a 1/2 gal (2 qts),United States,fl ga sc nc va oh ky tn al ms in il mt ar la tx ok ks nm co wy az nv and bermuda belize saudia arabia yemen oman uae qatar egypt jordan kuwait dominican republic panama turks and caicos haiti trinadad and tobago puerto rico chile peru china mexico philippines tortola st thomas and st croix anguilla st kitts and nevis montserrat and dominica,70738,two or more of the following: email fax letter press release telephone visit,77833-4413, all lot codes within expiry,Food,five patients who were treated in a single hospital in kansas were infected with one of four rare strains of listeria monocytogenes,2015-03-13,F-2551-2015,blue bell creameries lp,TX,Ongoing,,,1,0,0,0,0,0,0,0
1273,Gardena,Class I,integrated food service  all american cheese burger  beef patty and cheese on a whole grain bun  code #471007/c47107-ch,United States,us distribution nationwide     no foreign distribution,74243,letter,90248-2423, lot #040115-050616,Food,potential listeria monocytogenes contamination,2016-05-23,F-1900-2016,let's do lunch inc,CA,Ongoing,,,1,0,0,0,0,0,0,0
1275,Phoenix,Class I,fresh frozen iqf collards net wt 2 lb dist by fresh frozen foods inc jefferson ga 30549 upc 0-86069-25040-2,United States,al ar az ca fl ga il in ks ky la md ma mi mn ms mo mt ne nj ny nc oh ok pa sc tn tx vt va wi and wv,71070,two or more of the following: email fax letter press release telephone visit,85054-5484, upc 0-86069-25040-2 ff item number 776,Food,listeria contamination due to various gmp violations possible,2015-04-23,F-3039-2015,inventure foods,AZ,Ongoing,,,1,0,0,0,0,0,0,0
1281,Miami,Class I,crema guatelinda (guatemalan style cream) in individually soft poly/plastic bags labeled in part: lacteos santa martha crema guatelinda guatemalan style cream net wt 1 lb (16 oz)  ,United States,fl ga nc and tn,69516,two or more of the following: email fax letter press release telephone visit,33182, upc 635349 000390  best by dates: 07/01/14 thru 12/31/14  ,Food,virginia state (vdacs) found listeria monocytogenes in lacteos santa martha quesito casero fresh curd (best by 9/27/14) fda made an inspection were the environmental samples collected came up positive also for listeria monocytogenes also the oasis brands inc sent finish products samples to a private lab the lacteos santa martha cuajada en hoja queso casero hecho a mano fresh curd (best by dat,2014-10-10,F-0609-2015,oasis brands inc,FL,Ongoing,,,1,0,0,0,0,0,0,0
1286,Highland,Class I,coconut med shred toasted-nat 70coco02  ,United States,pa nh ny tx fl ma md ca co nj ga mn mi il oh az wi tn nc  british columbia,77335,telephone,12528-2332,lot: h114582/20-09,Food,listeria monocytogenes found on food contact surfaces and non-food contact surfaces,2017-05-21,F-2849-2017,hvf inc dba huson valley farms,NY,Ongoing,,,1,0,0,0,0,0,0,0
1290,Brenham,Class I,blue bell ice cream italian cream cake 3 gallon,United States,fl ga sc nc va oh ky tn al ms in il mt ar la tx ok ks nm co wy az nv and bermuda belize saudia arabia yemen oman uae qatar egypt jordan kuwait dominican republic panama turks and caicos haiti trinadad and tobago puerto rico chile peru china mexico philippines tortola st thomas and st croix anguilla st kitts and nevis montserrat and dominica,70738,two or more of the following: email fax letter press release telephone visit,77833-4413, all lot codes within expiry,Food,five patients who were treated in a single hospital in kansas were infected with one of four rare strains of listeria monocytogenes,2015-03-13,F-2633-2015,blue bell creameries lp,TX,Ongoing,,,1,0,0,0,0,0,0,0
1292,Brenham,Class I,blue bell ice cream black cherry 3 gallon,United States,fl ga sc nc va oh ky tn al ms in il mt ar la tx ok ks nm co wy az nv and bermuda belize saudia arabia yemen oman uae qatar egypt jordan kuwait dominican republic panama turks and caicos haiti trinadad and tobago puerto rico chile peru china mexico philippines tortola st thomas and st croix anguilla st kitts and nevis montserrat and dominica,70738,two or more of the following: email fax letter press release telephone visit,77833-4413, all lot codes within expiry,Food,five patients who were treated in a single hospital in kansas were infected with one of four rare strains of listeria monocytogenes,2015-03-13,F-2604-2015,blue bell creameries lp,TX,Ongoing,,,1,0,0,0,0,0,0,0
1295,Santa Barbara,Class I,mcconnell's fine ice cream  vanilla bean,United States,us distribution to the following; ca fl pa wa co ia nj oh ny nv tx sc and il    no foreign distribution,75603,telephone,93103-3040, best by:  jul 13 2017 jul 25 2017 jul 27 2017 oct 01 2017 oct 15 2017 dec 07 2017 dec 25 2017 jan 03 2018 jan 06 2018,Food,potential listeria monocytogenes contamination,2016-11-02,F-0569-2017,mcconnell's ice cream inc,CA,Ongoing,,,1,0,0,0,0,0,0,0
1303,Edison,Class I,natures promise cascade trail mix 12oz,United States,the products were shipped to retailers and distributors in limited quantities throughout the united states,77663,e-mail,08817-6016,lot # 17158  upc # 688267066160,Food,the firm's supplier (of dates/apricots) found listeria monocytogenes within their facility as a safety precaution the firm has recalled their products that may contain dates/apricots,2017-06-15,F-3341-2017,united natural trading inc dba woodstock farms,NJ,Ongoing,,,1,0,0,0,0,0,0,0
1311,Grand Rapids,Class I,meijer artisan made natural muenster cheese  8oz retail  plastic packaging   keep refrigerated,United States,il in mi ky oh wi,76653,two or more of the following: email fax letter press release telephone visit,49544-6402, upc 8-86926-27573-5  exp dates: 3/28/17 5/13/17 6/10/17,Food, potential contamination with listeria monocytogenes,2017-02-17,F-1773-2017,meijer distribution inc,MI,Ongoing,,,1,0,0,0,0,0,0,0
1318,Aurora,Class I,granny smith green apples shipped in unmarked plastic bags and cardboard boxes sold individually in retail stores,United States,us distribution in retail store in the states: co ks mo ne nm ok sd ut and ny,72433,press release,80011-1571, 75950204 and 76067903,Food,apples have the potential to be contaminated with listeria monocytogenes,2015-10-14,F-0136-2016,del monte fresh produce na incorporated,CO,Ongoing,,,1,0,0,0,0,0,0,0
1319,Pasco,Class I,supreme fiesta blend brand vip frozen net wt 14oz upc 7007705009    the ingredients statement declares: black beans corn onions and peppers,United States,us nationwide and in canada and japan,74133,press release,99301-9533, all affected products have the best by dates or sell by dates between april 26 2016 and april 26 2018     this product has the code format:     3756 107 16 08:27 a usa/canada  ,Food,supreme fiesta blend is recalled because it has the potential to be contaminated with listeria monocytogenes,2016-05-02,F-1790-2016,crf frozen foods llc,WA,Ongoing,,,1,0,0,0,0,0,0,0
1332,South Chesterfield,Class I,sabra hummus bold & spicy 456oz; upc 040822342506; sku301430,United States,thru out the us and three foreign countries,75765,two or more of the following: email fax letter press release telephone visit,23834-5935, best before dates on or before january 23 2017,Food,products have the potential to be contaminated with listeria monocytogenes ,2016-11-18,F-1129-2017,sabra dipping company llc,VA,Ongoing,,,1,0,0,0,0,0,0,0
1334,Lake Wales,Class I,turkey and havarti sandwiches  prepared by gourmet classic salads 240 e bullard ave lake wales fl 33853 ,United States,throughout florida,76544,e-mail,33853-3741, manufactured between 01/30/2017-02/22/2017 with expiration date through 03/01/2017,Food,fda environmental samples and finished product collected at the firm revealed the presence of listeria monocytogenes the firm is recalling the products due to the potential for listeria contamination,2017-03-20,F-2086-2017,gourmet classic salads inc,FL,Ongoing,,,1,0,0,0,0,0,0,0
1346,South Chesterfield,Class I,sabra hummus basil-¿pesto 10oz; upc 040822020114; sku300593 ,United States,thru out the us and three foreign countries,75765,two or more of the following: email fax letter press release telephone visit,23834-5935, best before dates on or before january 23 2017,Food,products have the potential to be contaminated with listeria monocytogenes ,2016-11-18,F-1127-2017,sabra dipping company llc,VA,Ongoing,,,1,0,0,0,0,0,0,0
1364,Marshfield,Class I,snack shoppe 16 oz hot & spicy cajun snack mix in a foil bag that is contained in a tin box the foil bags are marked with the lot number ,United States,co fl ga  il ky la mi mn nj ny nc oh or pa sc tx va wv,74572,two or more of the following: email fax letter press release telephone visit,54449, hd116063 16ozhsmix,Food,figi's companies inc is recalling 2 products that are related to the sunopta sunflower kernel recall because they have the potential to be contaminated with listeria monocytogenes ,2016-06-24,F-2276-2016,figi's inc,WI,Ongoing,,,1,0,0,0,0,0,0,0
1367,Brenham,Class I,blue bell the great divide one pint (473 ml),United States,fl ga sc nc va oh ky tn al ms in il mt ar la tx ok ks nm co wy az nv and bermuda belize saudia arabia yemen oman uae qatar egypt jordan kuwait dominican republic panama turks and caicos haiti trinadad and tobago puerto rico chile peru china mexico philippines tortola st thomas and st croix anguilla st kitts and nevis montserrat and dominica,70738,two or more of the following: email fax letter press release telephone visit,77833-4413, all lot codes within expiry,Food,five patients who were treated in a single hospital in kansas were infected with one of four rare strains of listeria monocytogenes,2015-03-13,F-2508-2015,blue bell creameries lp,TX,Ongoing,,,1,0,0,0,0,0,0,0
1370,Lake Wales,Class I,"italian sub 12""  prepared by gourmet classic salads 240 e bullard ave lake wales fl 33853 ",United States,throughout florida,76544,e-mail,33853-3741, manufactured between 01/30/2017-02/22/2017 with expiration date through 03/01/2017,Food,fda environmental samples and finished product collected at the firm revealed the presence of listeria monocytogenes the firm is recalling the products due to the potential for listeria contamination,2017-03-20,F-2090-2017,gourmet classic salads inc,FL,Ongoing,,,1,0,0,0,0,0,0,0
1372,Lakeland,Class I,publix premium chocolate cookie dough ice cream 1/2 gallon carton,United States,distributed to the following states: al fl ga nc sc & tn,75423,two or more of the following: email fax letter press release telephone visit,33811-3311, upc 00-41415-03843; sell by date of may 27 2017,Food,possible contamination with listeria monocytogenes,2016-10-10,F-0502-2017,publix super markets inc,FL,Ongoing,,,1,0,0,0,0,0,0,0
1373,Oak Brook,Class I,upc 071725728166 	natures harvest afternoon snack blend best by/date code: 11/28/2016,United States,us: al az ar ca co ct fl il in ia ksky la me md ma mi mn  ms  mo ne nv nm ny ncnd oh ok or pasc tn tx ut va wa wi wy    ous: honduras nicaragua chile,74041,telephone,60523-1860, best by/date code:11/28/2016,Food,treehouse foods is recalling products that may be impacted by sunflower seeds  contaminated with listeria monocytogenes,2016-05-03,F-2412-2016,treehouse foods,IL,Ongoing,,,1,0,0,0,0,0,0,0
1374,Monterey Park,Class I,all in nutrition wicked maple energy bars  18 g protein 9 g net carbs gluten free gmo free 100% natural  194 oz (55g);    youbar inc monterey park ca,United States,direct customers,77596,telephone,91754-2416,0977-05    expiration date: 12/03/2017,Food,firm was notified by supplier that cashew butter used in protein bars is under recall due to the potential of listeria monocytogenes,2017-06-14,F-2604-2017,youbar,CA,Ongoing,,,1,0,0,0,0,1,0,0
